2.307	-3.00	-3.416	4.13
2.317	-3.00	-3.413	4.09
2.328	-3.00	-3.409	4.06
2.338	-3.00	-3.406	4.02
2.348	-3.00	-3.402	3.99
2.358	-3.00	-3.399	3.96
2.368	-3.00	-3.396	3.92
2.378	-3.00	-3.392	3.89
2.388	-3.00	-3.389	3.85
2.398	-3.00	-3.385	3.82
2.408	-3.00	-3.382	3.79
2.419	-3.00	-3.379	3.75
2.429	-3.00	-3.375	3.72
2.439	-3.00	-3.372	3.68
2.449	-3.00	-3.368	3.65
2.459	-3.00	-3.365	3.62
2.469	-3.00	-3.362	3.58
2.479	-3.00	-3.358	3.55
2.489	-3.00	-3.355	3.52
2.499	-3.00	-3.352	3.48
2.510	-3.00	-3.348	3.45
2.520	-3.00	-3.345	3.42
2.530	-3.00	-3.342	3.38
2.540	-3.00	-3.338	3.35
2.550	-3.00	-3.335	3.32
2.560	-3.00	-3.332	3.28
2.570	-3.00	-3.328	3.25
2.580	-3.00	-3.325	3.22
2.591	-3.00	-3.322	3.18
2.601	-3.00	-3.318	3.15
2.611	-3.00	-3.315	3.12
2.621	-3.00	-3.312	3.08
2.631	-3.00	-3.308	3.05
2.641	-3.00	-3.305	3.02
2.651	-3.00	-3.302	2.98
2.661	-3.00	-3.298	2.95
2.671	-3.00	-3.295	2.92
2.682	-3.00	-3.292	2.89
2.692	-3.00	-3.289	2.85
2.702	-3.00	-3.285	2.82
2.712	-3.00	-3.282	2.79
2.722	-3.00	-3.279	2.75
2.732	-3.00	-3.275	2.72
2.742	-3.00	-3.272	2.69
2.752	-3.00	-3.269	2.66
2.763	-3.00	-3.266	2.62
2.773	-3.00	-3.262	2.59
2.783	-3.00	-3.259	2.56
2.793	-3.00	-3.256	2.53
2.803	-3.00	-3.253	2.49
2.813	-3.00	-3.249	2.46
2.823	-3.00	-3.246	2.43
2.833	-3.00	-3.243	2.40
2.843	-3.00	-3.240	2.36
2.854	-3.00	-3.236	2.33
2.864	-3.00	-3.233	2.30
2.874	-3.00	-3.230	2.27
2.884	-3.00	-3.227	2.23
2.894	-3.00	-3.223	2.20
2.904	-3.00	-3.220	2.17
2.914	-3.00	-3.217	2.14
2.924	-3.00	-3.214	2.11
2.934	-3.00	-3.211	2.07
2.945	-3.00	-3.207	2.04
2.955	-3.00	-3.204	2.01
2.965	-3.00	-3.201	1.98
2.975	-3.00	-3.198	1.95
2.985	-3.00	-3.195	1.91
2.995	-3.00	-3.191	1.88
3.005	7.00	6.812	1.95
3.015	7.00	6.805	2.02
3.026	7.00	6.798	2.09
3.036	7.00	6.791	2.15
3.046	7.00	6.785	2.22
3.056	7.00	6.778	2.29
3.066	7.00	6.771	2.36
3.076	7.00	6.764	2.42
3.086	7.00	6.758	2.49
3.096	7.00	6.751	2.56
3.106	7.00	6.744	2.63
3.117	7.00	6.737	2.69
3.127	7.00	6.731	2.76
3.137	7.00	6.724	2.83
3.147	7.00	6.717	2.90
3.157	7.00	6.710	2.96
3.167	7.00	6.704	3.03
3.177	7.00	6.697	3.10
3.187	7.00	6.690	3.16
3.198	7.00	6.684	3.23
3.208	7.00	6.677	3.30
3.218	7.00	6.670	3.36
3.228	7.00	6.664	3.43
3.238	7.00	6.657	3.50
3.248	7.00	6.650	3.56
3.258	7.00	6.644	3.63
3.268	7.00	6.637	3.70
3.279	7.00	6.630	3.76
3.289	7.00	6.624	3.83
3.299	7.00	6.617	3.90
3.309	7.00	6.610	3.96
3.319	7.00	6.604	4.03
3.329	7.00	6.597	4.09
3.339	7.00	6.591	4.16
3.349	7.00	6.584	4.23
3.359	7.00	6.577	4.29
3.370	7.00	6.571	4.36
3.380	7.00	6.564	4.42
3.390	7.00	6.558	4.49
3.400	7.00	6.551	4.55
3.410	7.00	6.545	4.62
3.420	7.00	6.538	4.68
3.430	7.00	6.532	4.75
3.440	7.00	6.525	4.81
3.451	7.00	6.519	4.88
3.461	7.00	6.512	4.95
3.471	7.00	6.505	5.01
3.481	7.00	6.499	5.08
3.491	7.00	6.492	5.14
3.501	7.00	6.486	5.21
3.511	7.00	6.479	5.27
3.521	7.00	6.473	5.33
3.531	7.00	6.467	5.40
3.542	7.00	6.460	5.46
3.552	7.00	6.454	5.53
3.562	7.00	6.447	5.59
3.572	7.00	6.441	5.66
3.582	7.00	6.434	5.72
3.592	7.00	6.428	5.79
3.602	7.00	6.421	5.85
3.612	7.00	6.415	5.91
3.623	7.00	6.409	5.98
3.633	7.00	6.402	6.04
3.643	7.00	6.396	6.11
3.653	7.00	6.389	6.17
3.663	7.00	6.383	6.23
3.673	7.00	6.377	6.30
3.683	7.00	6.370	6.36
3.693	7.00	6.364	6.43
3.703	7.00	6.357	6.49
3.714	7.00	6.351	6.55
3.724	7.00	6.345	6.62
3.734	7.00	6.338	6.68
3.744	7.00	6.332	6.74
3.754	7.00	6.326	6.81
3.764	7.00	6.319	6.87
3.774	7.00	6.313	6.93
3.784	7.00	6.307	7.00
3.795	7.00	6.300	7.06
3.805	7.00	6.294	7.12
3.815	7.00	6.288	7.18
3.825	7.00	6.282	7.25
3.835	7.00	6.275	7.31
3.845	7.00	6.269	7.37
3.855	7.00	6.263	7.43
3.865	7.00	6.257	7.50
3.875	7.00	6.250	7.56
3.886	7.00	6.244	7.62
3.896	7.00	6.238	7.68
3.906	7.00	6.232	7.75
3.916	7.00	6.225	7.81
3.926	7.00	6.219	7.87
3.936	7.00	6.213	7.93
3.946	7.00	6.207	8.00
3.956	7.00	6.200	8.06
3.967	7.00	6.194	8.12
3.977	7.00	6.188	8.18
3.987	7.00	6.182	8.24
3.997	7.00	6.176	8.31
4.007	5.00	4.169	8.35
4.017	5.00	4.165	8.39
4.027	5.00	4.161	8.43
4.037	5.00	4.157	8.47
4.047	5.00	4.153	8.51
4.058	5.00	4.149	8.55
4.068	5.00	4.145	8.60
4.078	5.00	4.140	8.64
4.088	5.00	4.136	8.68
4.098	5.00	4.132	8.72
4.108	5.00	4.128	8.76
4.118	5.00	4.124	8.80
4.128	5.00	4.120	8.84
4.139	5.00	4.116	8.88
4.149	5.00	4.112	8.93
4.159	5.00	4.107	8.97
4.169	5.00	4.103	9.01
4.179	5.00	4.099	9.05
4.189	5.00	4.095	9.09
4.199	5.00	4.091	9.13
4.209	5.00	4.087	9.17
4.219	5.00	4.083	9.21
4.230	5.00	4.079	9.25
4.240	5.00	4.075	9.29
4.250	5.00	4.071	9.33
4.260	5.00	4.067	9.38
4.270	5.00	4.062	9.42
4.280	5.00	4.058	9.46
4.290	5.00	4.054	9.50
4.300	5.00	4.050	9.54
4.311	5.00	4.046	9.58
4.321	5.00	4.042	9.62
4.331	5.00	4.038	9.66
4.341	5.00	4.034	9.70
4.351	5.00	4.030	9.74
4.361	5.00	4.026	9.78
4.371	5.00	4.022	9.82
4.381	5.00	4.018	9.86
4.391	5.00	4.014	9.90
4.402	5.00	4.010	9.94
4.412	5.00	4.006	9.98
4.422	5.00	4.002	10.02
4.432	5.00	3.998	10.06
4.442	5.00	3.994	10.10
4.452	5.00	3.990	10.14
4.462	5.00	3.986	10.18
4.472	5.00	3.982	10.22
4.483	5.00	3.978	10.26
4.493	5.00	3.974	10.30
4.503	5.00	3.970	10.34
4.513	5.00	3.966	10.38
4.523	5.00	3.962	10.42
4.533	5.00	3.958	10.46
4.543	5.00	3.954	10.50
4.553	5.00	3.950	10.54
4.563	5.00	3.946	10.58
4.574	5.00	3.942	10.62
4.584	5.00	3.938	10.66
4.594	5.00	3.934	10.70
4.604	5.00	3.930	10.73
4.614	5.00	3.927	10.77
4.624	5.00	3.923	10.81
4.635	5.00	3.919	10.85
4.645	5.00	3.915	10.89
4.655	5.00	3.911	10.93
4.665	5.00	3.907	10.97
4.675	5.00	3.903	11.01
