 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e-04 6.28862270e-06 1.23711356e-04
 2.50000000e-04 3.74407040e-05 2.87558976e-04
 4.75000000e-04 1.25948548e-04 4.91549374e-04
 8.12500000e-04 3.33112340e-04 7.23128024e-04
 1.31875000e-03 7.62052267e-04 9.52285748e-04
 2.07812500e-03 1.56418161e-03 1.13725608e-03
 3.05603420e-03 2.73378153e-03 1.23872781e-03
 4.21519204e-03 4.19830777e-03 1.28070359e-03
 5.61173660e-03 5.99865439e-03 1.29514979e-03
 7.33855689e-03 8.23837294e-03 1.29906274e-03
 9.55233535e-03 1.11133705e-02 1.29982518e-03
 1.25147782e-02 1.49605872e-02 1.29990393e-03
 1.65028214e-02 2.01382144e-02 1.29970143e-03
 2.01776653e-02 2.49074662e-02 1.29943120e-03
 2.38472249e-02 2.96683422e-02 1.29892278e-03
 2.71371605e-02 3.39347173e-02 1.29895282e-03
 3.00844718e-02 3.77551064e-02 1.29945440e-03
 3.30371785e-02 4.15816042e-02 1.29970770e-03
 3.63385089e-02 4.58588321e-02 1.29970831e-03
 4.00354908e-02 5.06472590e-02 1.29943547e-03
 4.37469390e-02 5.54529306e-02 1.29886529e-03
 4.70537822e-02 5.97326957e-02 1.29886269e-03
 4.99809690e-02 6.35193546e-02 1.29942317e-03
 5.28972855e-02 6.72911216e-02 1.29970422e-03
 5.61776255e-02 7.15326771e-02 1.29971471e-03
 5.98936337e-02 7.63361562e-02 1.29944366e-03
 6.36491844e-02 8.11892860e-02 1.29881196e-03
 6.69776294e-02 8.54884452e-02 1.29876278e-03
 6.98874902e-02 8.92450993e-02 1.29938639e-03
 7.27663869e-02 9.29610024e-02 1.29969865e-03
 7.60211295e-02 9.71610615e-02 1.29972022e-03
 7.97516781e-02 1.01973721e-01 1.29945572e-03
 8.35527363e-02 1.06875909e-01 1.29876618e-03
 8.69080557e-02 1.11201180e-01 1.29865354e-03
 8.98044728e-02 1.14932930e-01 1.29934304e-03
 9.26456750e-02 1.18592816e-01 1.29969060e-03
 9.58700448e-02 1.22745372e-01 1.29972449e-03
 9.96092435e-02 1.27559568e-01 1.29947131e-03
 1.03456112e-01 1.32510980e-01 1.29873165e-03
 1.06843996e-01 1.36869580e-01 1.29853635e-03
 1.09731967e-01 1.40582935e-01 1.29929204e-03
 1.12536113e-01 1.44187824e-01 1.29967967e-03
 1.15725410e-01 1.48287004e-01 1.29972718e-03
 1.19466057e-01 1.53093451e-01 1.29948973e-03
 1.23357668e-01 1.58092489e-01 1.29871184e-03
 1.26243251e-01 1.61796720e-01 1.29936966e-03
 1.29114522e-01 1.65481861e-01 1.29967594e-03
 1.32385560e-01 1.69679124e-01 1.29968961e-03
 1.36144362e-01 1.74500863e-01 1.29940492e-03
 1.39954929e-01 1.79387592e-01 1.29867258e-03
 1.43291759e-01 1.83664688e-01 1.29859951e-03
 1.46164129e-01 1.87344509e-01 1.29932620e-03
 1.48997169e-01 1.90973280e-01 1.29966752e-03
 1.52236625e-01 1.95121716e-01 1.29969394e-03
 1.56003455e-01 1.99944111e-01 1.29942258e-03
 1.59860621e-01 2.04880772e-01 1.29863834e-03
 1.62725174e-01 2.08544492e-01 1.29934604e-03
 1.65575832e-01 2.12189782e-01 1.29966244e-03
 1.68844291e-01 2.16368400e-01 1.29967665e-03
 1.72624667e-01 2.21200085e-01 1.29938461e-03
 1.76460524e-01 2.26101291e-01 1.29860140e-03
 1.79799313e-01 2.30365240e-01 1.29852061e-03
 1.82653153e-01 2.34007881e-01 1.29929924e-03
 1.85465530e-01 2.37596991e-01 1.29965253e-03
 1.88699402e-01 2.41723130e-01 1.29968032e-03
 1.92484024e-01 2.46550585e-01 1.29940513e-03
 1.96366532e-01 2.51501538e-01 1.29857477e-03
 1.99215732e-01 2.55132238e-01 1.29932171e-03
 2.02050446e-01 2.58743867e-01 1.29964639e-03
 2.05315776e-01 2.62903214e-01 1.29966147e-03
 2.09111488e-01 2.67736757e-01 1.29936516e-03
 2.12966926e-01 2.72644991e-01 1.29854334e-03
 2.15807689e-01 2.76258883e-01 1.29931125e-03
 2.18634385e-01 2.79854294e-01 1.29963961e-03
 2.21898813e-01 2.84005570e-01 1.29965482e-03
 2.25703037e-01 2.88841889e-01 1.29935577e-03
 2.29568340e-01 2.93754502e-01 1.29851306e-03
 2.32401914e-01 2.97353223e-01 1.29930013e-03
 2.35221180e-01 3.00933204e-01 1.29963229e-03
 2.38484083e-01 3.05075633e-01 1.29964791e-03
 2.42295368e-01 3.09912859e-01 1.29934706e-03
 2.46169809e-01 3.14828901e-01 1.29848596e-03
 2.48997427e-01 3.18414054e-01 1.29928918e-03
 2.51810517e-01 3.21980239e-01 1.29962450e-03
 2.55072108e-01 3.26114106e-01 1.29964047e-03
 2.58889203e-01 3.30950640e-01 1.29933821e-03
 2.62771244e-01 3.35868133e-01 1.29846178e-03
 2.65593980e-01 3.39441116e-01 1.29927842e-03
 2.68402005e-01 3.42994948e-01 1.29961633e-03
 2.71662502e-01 3.47120543e-01 1.29963259e-03
 2.75484335e-01 3.51955017e-01 1.29932922e-03
 2.79372614e-01 3.56872218e-01 1.29844016e-03
 2.82191384e-01 3.60434221e-01 1.29926783e-03
 2.84995294e-01 3.63976930e-01 1.29960784e-03
 2.88254889e-01 3.68094514e-01 1.29962433e-03
 2.92080559e-01 3.72925782e-01 1.29932009e-03
 2.95973915e-01 3.77841209e-01 1.29842074e-03
 2.98789486e-01 3.81393230e-01 1.29925738e-03
 3.01590079e-01 3.84925849e-01 1.29959909e-03
 3.04848939e-01 3.89035648e-01 1.29961578e-03
 3.08677699e-01 3.93862762e-01 1.29931086e-03
 3.12575157e-01 3.98775178e-01 1.29840318e-03
 3.15388166e-01 4.02318045e-01 1.29924707e-03
 3.18186100e-01 4.05841428e-01 1.29959014e-03
 3.21444371e-01 4.09943637e-01 1.29960698e-03
 3.25275605e-01 4.14765824e-01 1.29930153e-03
 3.29176361e-01 4.19674212e-01 1.29838716e-03
 3.31987330e-01 4.23208601e-01 1.29923687e-03
 3.34783145e-01 4.26723448e-01 1.29958102e-03
 3.38040946e-01 4.30818232e-01 1.29959800e-03
 3.41874156e-01 4.35634869e-01 1.29929212e-03
 3.45777552e-01 4.40538399e-01 1.29837241e-03
 3.48586903e-01 4.44064861e-01 1.29922676e-03
 3.51381040e-01 4.47571743e-01 1.29957178e-03
 3.54638470e-01 4.51659239e-01 1.29958885e-03
 3.58473256e-01 4.56469827e-01 1.29928265e-03
 3.62378757e-01 4.61367833e-01 1.29835869e-03
 3.65186833e-01 4.64886814e-01 1.29921674e-03
 3.67979644e-01 4.68386190e-01 1.29956244e-03
 3.71236786e-01 4.72466514e-01 1.29957959e-03
 3.75072826e-01 4.77270658e-01 1.29927314e-03
 3.78980005e-01 4.82162606e-01 1.29834581e-03
 3.81787078e-01 4.85674465e-01 1.29920678e-03
 3.84578849e-01 4.89166706e-01 1.29955302e-03
 3.87835769e-01 4.93239954e-01 1.29957024e-03
 3.91672807e-01 4.98037341e-01 1.29926359e-03
 3.95581322e-01 5.02922810e-01 1.29833359e-03
 3.98387612e-01 5.06427834e-01 1.29919688e-03
 4.01178568e-01 5.09913238e-01 1.29954355e-03
 4.04435321e-01 5.13979490e-01 1.29956082e-03
 4.08273156e-01 5.18769877e-01 1.29925402e-03
 4.12182735e-01 5.23648535e-01 1.29832192e-03
 4.14988416e-01 5.27146955e-01 1.29918703e-03
 4.17778739e-01 5.30625760e-01 1.29953403e-03
 4.21035369e-01 5.34685083e-01 1.29955135e-03
 4.24873841e-01 5.39468282e-01 1.29924443e-03
 4.28784268e-01 5.44339870e-01 1.29831068e-03
 4.31561763e-01 5.47797339e-01 1.29920449e-03
 4.34323108e-01 5.51234296e-01 1.29954516e-03
 4.37558808e-01 5.55260830e-01 1.29956749e-03
 4.41390212e-01 5.60027260e-01 1.29930527e-03
 4.45299891e-01 5.64889710e-01 1.29850359e-03
 4.48083237e-01 5.68348849e-01 1.29926618e-03
 4.50850516e-01 5.71787525e-01 1.29955979e-03
 4.54088838e-01 5.75810639e-01 1.29957842e-03
 4.57917869e-01 5.80566182e-01 1.29934867e-03
 4.61823646e-01 5.85415618e-01 1.29865187e-03
 4.64611495e-01 5.88874706e-01 1.29931328e-03
 4.67383403e-01 5.92313455e-01 1.29956986e-03
 4.70623864e-01 5.96332548e-01 1.29958562e-03
 4.74451211e-01 6.01078083e-01 1.29938202e-03
 4.78354071e-01 6.05915775e-01 1.29876842e-03
 4.81145416e-01 6.09373532e-01 1.29934972e-03
